Player Hand,Dealer Card,Claude Choice,Gemini Choice,GPT Choice
"[""8"", ""4""]",8,hit,hit,hit
"[""8"", ""4""]",8,hit,hit,hit
"[""Q"", ""6""]",10,hit,hit,surrender
"[""Q"", ""6""]",10,hit,hit,surrender
"[""Q"", ""6""]",10,hit,hit,surrender
"[""2"", ""9""]",A,hit,double down,double down
"[""2"", ""9""]",A,hit,double down,double down
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""K"", ""6""]",Q,hit,hit,surrender
"[""10"", ""K""]",6,stand,stand,stand
"[""10"", ""K""]",6,stand,stand,stand
"[""10"", ""K""]",6,stand,stand,stand
"[""10"", ""K""]",6,stand,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""J"", ""7""]",8,hit,stand,stand
"[""4"", ""4""]",9,hit,split,hit
"[""7"", ""5""]",2,hit,double down,hit
"[""7"", ""5""]",2,hit,double down,hit
"[""7"", ""5""]",2,hit,double down,hit
"[""7"", ""5""]",2,hit,double down,hit
"[""7"", ""5""]",2,hit,double down,hit
"[""7"", ""5""]",2,hit,double down,hit
"[""K"", ""K""]",10,stand,split,stand
"[""K"", ""K""]",10,stand,split,stand
"[""K"", ""K""]",10,stand,split,stand
"[""K"", ""K""]",10,stand,split,stand
"[""A"", ""6""]",J,hit,double down,hit
"[""A"", ""6""]",J,hit,double down,hit
"[""A"", ""6""]",J,hit,double down,hit
"[""A"", ""6""]",J,hit,double down,hit
"[""A"", ""6""]",J,hit,double down,hit
"[""A"", ""6""]",J,hit,double down,hit
"[""A"", ""6""]",J,hit,double down,hit
"[""A"", ""6""]",J,hit,double down,hit
"[""A"", ""6""]",J,hit,double down,hit
"[""K"", ""7""]",4,stand,stand,stand
"[""K"", ""7""]",4,stand,stand,stand
"[""K"", ""7""]",4,stand,stand,stand
"[""K"", ""7""]",4,stand,stand,stand
"[""K"", ""7""]",4,stand,stand,stand
"[""K"", ""7""]",4,stand,stand,stand
"[""K"", ""7""]",4,stand,stand,stand
"[""K"", ""7""]",4,stand,stand,stand
"[""J"", ""Q""]",Q,stand,stand,stand
"[""6"", ""7""]",J,hit,hit,hit
"[""6"", ""7""]",J,hit,hit,hit
"[""6"", ""7""]",J,hit,hit,hit
"[""6"", ""7""]",J,hit,hit,hit
"[""6"", ""7""]",J,hit,hit,hit
"[""A"", ""10""]",4,stand,double down,stand
"[""A"", ""10""]",4,stand,double down,stand
"[""A"", ""10""]",4,stand,double down,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""A"", ""10""]",4,stand,stand,stand
"[""10"", ""K""]",4,stand,Stand,stand
"[""10"", ""K""]",4,stand,Stand,stand
"[""10"", ""K""]",4,stand,Stand,stand
"[""10"", ""K""]",4,stand,double down,stand
"[""10"", ""K""]",4,stand,double down,stand
"[""10"", ""K""]",4,stand,double down,stand
"[""10"", ""K""]",4,stand,stand,stand
"[""Q"", ""3""]",2,hit,hit,stand
"[""Q"", ""3""]",2,hit,hit,stand
"[""Q"", ""3""]",2,hit,hit,stand
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""J"", ""3""]",7,hit,hit,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""4"", ""Q""]",8,hit,stand,hit
"[""6"", ""4""]",8,hit,hit,Double Down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,Double Down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,Double Down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,Double Down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,Double Down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,Double Down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,Double Down
"[""6"", ""4""]",8,hit,hit,double down
"[""6"", ""4""]",8,hit,hit,double down
"[""5"", ""7""]",4,hit,double down,stand
"[""5"", ""7""]",4,hit,double down,stand
"[""5"", ""7""]",4,hit,double down,stand
"[""5"", ""5""]",J,split,split,double down
"[""5"", ""5""]",J,split,split,double down
"[""5"", ""5""]",J,split,split,double down
"[""5"", ""5""]",J,split,split,double down
"[""5"", ""5""]",J,split,split,double down
"[""8"", ""A""]",8,double down,double down,stand
"[""8"", ""A""]",8,double down,double down,stand
"[""8"", ""A""]",8,double down,double down,stand
"[""8"", ""A""]",8,double down,double down,stand
"[""8"", ""A""]",8,double down,double down,stand
"[""8"", ""A""]",8,double down,double down,stand
"[""8"", ""A""]",8,double down,double down,stand
"[""8"", ""A""]",8,double down,double down,stand
"[""8"", ""A""]",8,double down,double down,stand
"[""6"", ""6""]",J,split,split,hit
"[""6"", ""6""]",J,split,split,hit
"[""6"", ""6""]",J,split,split,hit
"[""6"", ""6""]",J,split,split,hit
"[""7"", ""9""]",Q,stand,double down,surrender
"[""7"", ""9""]",Q,stand,double down,surrender
"[""7"", ""9""]",Q,stand,double down,surrender
"[""7"", ""9""]",Q,stand,double down,surrender
"[""K"", ""8""]",K,stand,stand,stand
"[""K"", ""8""]",K,stand,stand,stand
"[""K"", ""8""]",K,stand,stand,stand
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""2"", ""J""]",8,hit,double down,hit
"[""10"", ""10""]",A,surrender,split,stand
"[""10"", ""10""]",A,surrender,split,stand
"[""10"", ""10""]",A,surrender,split,stand
"[""10"", ""10""]",A,surrender,split,stand
"[""A"", ""9""]",3,stand,double down,stand
"[""A"", ""9""]",3,stand,double down,stand
"[""A"", ""9""]",3,stand,double down,stand
"[""A"", ""9""]",3,stand,double down,stand
"[""5"", ""K""]",K,hit,stand,surrender
"[""5"", ""K""]",K,hit,stand,surrender
"[""5"", ""K""]",K,hit,stand,surrender
"[""5"", ""K""]",K,hit,stand,surrender
"[""5"", ""K""]",K,hit,stand,surrender
"[""5"", ""K""]",K,hit,stand,surrender
"[""8"", ""5""]",Q,hit,hit,hit
"[""8"", ""5""]",Q,hit,hit,hit
"[""8"", ""5""]",Q,hit,hit,hit
"[""8"", ""5""]",Q,hit,hit,hit
"[""8"", ""5""]",Q,hit,hit,hit
"[""8"", ""5""]",Q,hit,hit,hit
"[""8"", ""5""]",Q,hit,hit,hit
"[""8"", ""5""]",Q,hit,hit,hit
"[""8"", ""5""]",Q,hit,hit,hit
"[""6"", ""6""]",J,split,split,hit
"[""6"", ""6""]",J,split,split,hit
"[""6"", ""6""]",J,split,split,hit
"[""6"", ""6""]",J,split,split,hit
"[""10"", ""6""]",10,hit,hit,surrender
"[""10"", ""6""]",10,hit,hit,surrender
"[""10"", ""Q""]",8,stand,stand,stand
"[""10"", ""Q""]",8,stand,stand,stand
"[""10"", ""Q""]",8,stand,stand,stand
"[""10"", ""Q""]",8,stand,stand,stand
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""5""]",7,hit,double down,hit
"[""10"", ""10""]",Q,split,split,stand
"[""10"", ""10""]",Q,split,stand,stand
"[""10"", ""10""]",Q,split,stand,stand
"[""10"", ""10""]",Q,split,stand,stand
"[""10"", ""10""]",Q,split,stand,stand
"[""8"", ""5""]",J,hit,hit,hit
"[""8"", ""5""]",J,hit,hit,hit
"[""8"", ""5""]",J,hit,hit,hit
"[""8"", ""5""]",J,hit,hit,hit
"[""8"", ""5""]",J,hit,hit,hit
"[""8"", ""5""]",J,hit,hit,hit
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""7"", ""3""]",3,hit,double down,double down
"[""5"", ""Q""]",9,hit,double down,hit
"[""5"", ""Q""]",9,hit,double down,hit
"[""5"", ""Q""]",9,hit,double down,surrender
"[""5"", ""Q""]",9,hit,double down,surrender
"[""5"", ""Q""]",9,hit,double down,hit
"[""5"", ""Q""]",9,hit,double down,hit
"[""5"", ""Q""]",9,hit,double down,surrender
"[""5"", ""Q""]",9,hit,double down,surrender
"[""5"", ""Q""]",9,hit,double down,hit
"[""5"", ""Q""]",9,hit,double down,hit
"[""5"", ""Q""]",9,hit,double down,surrender
"[""5"", ""Q""]",9,hit,double down,surrender
"[""5"", ""Q""]",9,hit,double down,hit
"[""5"", ""Q""]",9,hit,double down,hit
"[""5"", ""Q""]",9,hit,double down,surrender
"[""5"", ""Q""]",9,hit,double down,surrender
"[""2"", ""6""]",3,hit,double down,hit
"[""2"", ""6""]",3,hit,double down,hit
"[""2"", ""6""]",3,hit,double down,hit
"[""9"", ""2""]",3,hit,double down,double down
"[""9"", ""2""]",3,hit,double down,double down
"[""9"", ""2""]",3,hit,double down,double down
"[""9"", ""2""]",3,hit,double down,double down
"[""3"", ""5""]",2,hit,double down,hit
"[""3"", ""5""]",2,hit,double down,hit
"[""3"", ""5""]",2,hit,double down,hit
"[""3"", ""5""]",2,hit,double down,hit
"[""3"", ""5""]",2,hit,double down,hit
"[""3"", ""5""]",2,hit,double down,hit
"[""4"", ""K""]",3,hit,double down,stand
"[""4"", ""K""]",3,hit,double down,stand
"[""4"", ""K""]",3,hit,double down,stand
"[""4"", ""K""]",3,hit,double down,stand
"[""8"", ""K""]",6,hit,double down,stand
"[""8"", ""K""]",6,hit,double down,stand
"[""8"", ""K""]",6,hit,double down,stand
"[""8"", ""K""]",6,hit,double down,stand
"[""8"", ""K""]",6,hit,double down,stand
"[""8"", ""K""]",6,hit,double down,stand
"[""10"", ""J""]",8,stand,stand,stand
"[""10"", ""J""]",8,stand,stand,stand
"[""10"", ""J""]",8,stand,stand,stand
"[""10"", ""J""]",8,stand,stand,stand
"[""9"", ""Q""]",3,stand,double down,stand
"[""9"", ""Q""]",3,stand,double down,stand
"[""J"", ""A""]",K,stand,stand,stand
"[""J"", ""A""]",K,stand,stand,stand
"[""J"", ""A""]",K,stand,stand,stand
"[""J"", ""A""]",K,stand,stand,stand
"[""4"", ""3""]",Q,hit,hit,hit
"[""4"", ""3""]",Q,hit,hit,hit
"[""4"", ""3""]",Q,hit,hit,hit
"[""4"", ""3""]",Q,hit,hit,hit
"[""4"", ""3""]",Q,hit,hit,hit
"[""4"", ""3""]",Q,hit,hit,hit
"[""7"", ""8""]",J,hit,hit,surrender
"[""7"", ""8""]",J,hit,hit,surrender
"[""7"", ""8""]",J,hit,hit,surrender
"[""7"", ""8""]",J,hit,hit,surrender
"[""7"", ""8""]",J,hit,hit,surrender
"[""7"", ""8""]",J,hit,hit,surrender
"[""7"", ""8""]",J,hit,hit,surrender
"[""7"", ""8""]",J,hit,hit,surrender
"[""8"", ""7""]",9,hit,hit,Surrender
"[""8"", ""7""]",9,hit,hit,Surrender
"[""8"", ""10""]",6,stand,double down,stand
"[""8"", ""10""]",6,stand,double down,stand
"[""8"", ""10""]",6,stand,double down,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""8"", ""K""]",J,hit,stand,stand
"[""7"", ""K""]",4,hit,Stand,stand
"[""7"", ""K""]",4,hit,double down,stand
"[""7"", ""K""]",4,hit,stand,stand
"[""7"", ""K""]",4,hit,stand,stand
"[""3"", ""A""]",3,double,double down,double down
"[""3"", ""A""]",3,double,double down,double down
"[""3"", ""A""]",3,double,double down,double down
"[""3"", ""A""]",3,double,double down,double down
"[""3"", ""A""]",3,double,double down,double down
"[""4"", ""9""]",J,hit,hit,hit
"[""4"", ""9""]",J,hit,hit,hit
"[""4"", ""9""]",J,hit,hit,hit
"[""4"", ""9""]",J,hit,hit,hit
"[""2"", ""2""]",K,split,split,hit
"[""2"", ""2""]",K,split,split,hit
"[""10"", ""8""]",6,stand,stand,stand
"[""6"", ""A""]",5,double,double down,double down
"[""6"", ""A""]",5,double,double down,double down
"[""6"", ""A""]",5,double,double down,double down
"[""6"", ""A""]",5,double,double down,double down
"[""6"", ""A""]",5,double,double down,double down
"[""8"", ""5""]",2,hit,hit,Stand
"[""8"", ""5""]",2,hit,hit,stand
"[""8"", ""5""]",2,hit,hit,Stand
"[""8"", ""5""]",2,hit,hit,stand
"[""8"", ""5""]",2,hit,hit,Stand
"[""8"", ""5""]",2,hit,hit,stand
"[""8"", ""5""]",2,hit,hit,Stand
"[""8"", ""5""]",2,hit,hit,stand
"[""6"", ""A""]",2,hit,double down,double down
"[""6"", ""A""]",2,hit,double down,double down
"[""6"", ""A""]",2,hit,double down,double down
"[""6"", ""A""]",2,hit,double down,double down
"[""4"", ""7""]",4,hit,double down,double down
"[""4"", ""7""]",4,hit,double down,double down
"[""4"", ""7""]",4,hit,double down,double down
"[""4"", ""7""]",4,hit,double down,double down
"[""4"", ""7""]",4,hit,double down,double down
"[""4"", ""7""]",4,hit,double down,double down
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""4"", ""9""]",6,hit,double down,stand
"[""3"", ""Q""]",K,hit,hit,surrender
"[""3"", ""Q""]",K,hit,hit,surrender
"[""3"", ""Q""]",K,hit,hit,surrender
"[""3"", ""Q""]",K,hit,hit,surrender
"[""3"", ""Q""]",K,hit,hit,surrender
"[""3"", ""Q""]",K,hit,hit,surrender
"[""A"", ""8""]",J,stand,double down,stand
"[""A"", ""8""]",J,stand,stand,stand
"[""A"", ""8""]",J,stand,stand,stand
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""3"", ""9""]",2,hit,double down,hit
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""7"", ""A""]",8,hit,double down,stand
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""8"", ""2""]",8,hit,hit,double down
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""Q"", ""Q""]",K,split,split,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""9"", ""J""]",5,stand,double down,stand
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""2"", ""4""]",K,hit,hit,hit
"[""Q"", ""6""]",10,hit,hit,surrender
"[""Q"", ""6""]",10,hit,hit,surrender
"[""Q"", ""6""]",10,hit,hit,surrender
"[""4"", ""6""]",7,hit,hit,double down
"[""4"", ""6""]",7,hit,hit,double down
"[""4"", ""6""]",7,hit,hit,double down
"[""4"", ""6""]",7,hit,hit,double down
"[""4"", ""6""]",7,hit,hit,double down
"[""4"", ""6""]",7,hit,hit,double down
"[""4"", ""6""]",7,hit,hit,double down
"[""7"", ""4""]",A,hit,double down,double down
"[""7"", ""4""]",A,hit,hit,double down
"[""7"", ""4""]",A,hit,hit,double down
"[""7"", ""4""]",A,hit,hit,double down
"[""7"", ""4""]",A,hit,hit,double down
"[""10"", ""5""]",2,hit,double down,stand
"[""10"", ""5""]",2,hit,double down,stand
"[""10"", ""5""]",2,hit,double down,stand
"[""10"", ""5""]",2,hit,double down,stand
"[""4"", ""5""]",A,hit,hit,Hit
"[""4"", ""5""]",A,hit,hit,Hit
"[""4"", ""5""]",A,hit,hit,Hit
"[""4"", ""5""]",A,hit,hit,Hit
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""Q"", ""10""]",7,stand,stand,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
"[""4"", ""9""]",2,hit,double down,stand
