Player Hand,Dealer Card,Claude Choice,Gemini Choice,GPT Choice,AI Decision,Claude Mismatch,Gemini Mismatch,ChatGPT Mismatch
"[""3"", ""7""]",J,hit,double down,hit,hit,0,1,0
"[""3"", ""7""]",J,hit,double down,hit,hit,0,1,0
"[""3"", ""7""]",J,hit,double down,hit,hit,0,1,0
"[""3"", ""K""]",6,double down,double down,stand,stand,1,1,0
"[""3"", ""K""]",6,double down,double down,stand,stand,1,1,0
"[""3"", ""K""]",6,double down,double down,stand,stand,1,1,0
"[""3"", ""K""]",6,double down,double down,stand,stand,1,1,0
"[""3"", ""K""]",6,double down,double down,stand,stand,1,1,0
"[""3"", ""K""]",6,double down,double down,stand,stand,1,1,0
"[""3"", ""K""]",6,double down,double down,stand,stand,1,1,0
"[""3"", ""K""]",6,double down,double down,stand,stand,1,1,0
"[""2"", ""2""]",3,split,split,split,split,0,0,0
"[""2"", ""2""]",3,split,split,split,split,0,0,0
"[""2"", ""2""]",3,split,split,split,split,0,0,0
"[""2"", ""2""]",3,split,split,split,split,0,0,0
"[""A"", ""9""]",9,stand,double down,stand,stand,0,1,0
"[""A"", ""9""]",9,stand,double down,stand,stand,0,1,0
"[""A"", ""9""]",9,stand,stand,stand,stand,0,0,0
"[""A"", ""9""]",9,stand,stand,stand,stand,0,0,0
"[""A"", ""9""]",9,stand,stand,stand,stand,0,0,0
"[""A"", ""9""]",9,stand,stand,stand,stand,0,0,0
"[""A"", ""9""]",9,stand,stand,stand,stand,0,0,0
"[""A"", ""9""]",9,stand,stand,stand,stand,0,0,0
"[""9"", ""9""]",4,split,split,split,stand,1,1,1
"[""9"", ""9""]",4,split,split,split,stand,1,1,1
"[""9"", ""9""]",4,split,split,split,stand,1,1,1
"[""7"", ""4""]",9,hit,hit,double down,double down,1,1,0
"[""7"", ""4""]",9,hit,hit,double down,double down,1,1,0
"[""7"", ""4""]",9,hit,hit,double down,double down,1,1,0
"[""7"", ""4""]",9,hit,hit,double down,double down,1,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""4"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""5"", ""8""]",Q,hit,hit,hit,hit,0,0,0
"[""5"", ""8""]",Q,hit,hit,hit,hit,0,0,0
"[""5"", ""8""]",Q,hit,hit,hit,hit,0,0,0
"[""5"", ""8""]",Q,hit,hit,hit,hit,0,0,0
"[""Q"", ""K""]",A,surrender,stand,stand,stand,1,0,0
"[""Q"", ""K""]",A,surrender,stand,stand,stand,1,0,0
"[""Q"", ""K""]",A,surrender,stand,stand,stand,1,0,0
"[""6"", ""Q""]",5,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",5,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",5,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",5,hit,double down,stand,stand,1,1,0
"[""6"", ""Q""]",5,hit,double down,stand,stand,1,1,0
"[""7"", ""4""]",A,hit,double down,double down,hit,0,1,1
"[""7"", ""4""]",A,hit,hit,double down,hit,0,0,1
"[""7"", ""4""]",A,hit,hit,double down,hit,0,0,1
"[""7"", ""4""]",A,hit,hit,double down,hit,0,0,1
"[""7"", ""4""]",A,hit,hit,double down,hit,0,0,1
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double_down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double_down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double_down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double_down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double_down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double_down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double_down,stand,stand,0,1,0
"[""10"", ""Q""]",3,stand,double_down,stand,stand,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""2"", ""6""]",5,hit,double down,hit,hit,0,1,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",4,stand,stand,stand,stand,0,0,0
"[""8"", ""8""]",9,split,split,split,split,0,0,0
"[""8"", ""8""]",9,split,split,split,split,0,0,0
"[""8"", ""8""]",9,split,split,split,split,0,0,0
"[""8"", ""8""]",9,split,split,split,split,0,0,0
"[""Q"", ""2""]",A,hit,hit,surrender,hit,0,0,1
"[""Q"", ""2""]",A,hit,hit,surrender,hit,0,0,1
"[""Q"", ""2""]",A,hit,hit,surrender,hit,0,0,1
"[""3"", ""3""]",5,split,split,split,split,0,0,0
"[""3"", ""3""]",5,split,split,split,split,0,0,0
"[""5"", ""J""]",K,hit,double down,surrender,hit,0,1,1
"[""5"", ""J""]",K,hit,double down,surrender,hit,0,1,1
"[""3"", ""6""]",3,hit,double down,double down,double down,1,0,0
"[""3"", ""6""]",3,hit,double down,double down,double down,1,0,0
"[""3"", ""6""]",3,hit,double down,double down,double down,1,0,0
"[""3"", ""6""]",3,hit,double down,double down,double down,1,0,0
"[""4"", ""5""]",10,hit,hit,hit,hit,0,0,0
"[""4"", ""5""]",10,hit,hit,hit,hit,0,0,0
"[""10"", ""4""]",K,hit,hit,hit,hit,0,0,0
"[""10"", ""4""]",K,hit,hit,hit,hit,0,0,0
"[""10"", ""4""]",K,hit,hit,hit,hit,0,0,0
"[""10"", ""4""]",K,hit,hit,hit,hit,0,0,0
"[""10"", ""4""]",K,hit,hit,hit,hit,0,0,0
"[""10"", ""4""]",K,hit,hit,hit,hit,0,0,0
"[""10"", ""4""]",K,hit,hit,hit,hit,0,0,0
"[""10"", ""4""]",K,hit,hit,hit,hit,0,0,0
"[""9"", ""8""]",6,stand,double down,stand,stand,0,1,0
"[""9"", ""8""]",6,stand,double down,stand,stand,0,1,0
"[""9"", ""8""]",6,stand,double down,stand,stand,0,1,0
"[""9"", ""8""]",6,stand,double down,stand,stand,0,1,0
"[""9"", ""8""]",6,stand,double down,stand,stand,0,1,0
"[""9"", ""8""]",6,stand,double down,stand,stand,0,1,0
"[""3"", ""4""]",10,hit,hit,hit,hit,0,0,0
"[""K"", ""9""]",Q,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",Q,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",Q,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",Q,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",Q,stand,stand,stand,stand,0,0,0
"[""K"", ""9""]",Q,stand,stand,stand,stand,0,0,0
"[""9"", ""7""]",Q,hit,hit,surrender,hit,0,0,1
"[""9"", ""7""]",Q,hit,hit,surrender,hit,0,0,1
"[""9"", ""7""]",Q,hit,hit,surrender,hit,0,0,1
"[""9"", ""7""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""10"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""10"", ""10""]",5,stand,split,stand,stand,0,1,0
"[""10"", ""10""]",5,stand,split,stand,stand,0,1,0
"[""10"", ""10""]",5,stand,split,stand,stand,0,1,0
"[""10"", ""10""]",5,stand,split,stand,stand,0,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""7"", ""7""]",Q,split,split,hit,hit,1,1,0
"[""8"", ""5""]",J,hit,hit,hit,hit,0,0,0
"[""8"", ""5""]",J,hit,hit,hit,hit,0,0,0
"[""8"", ""5""]",J,hit,hit,hit,hit,0,0,0
"[""8"", ""5""]",J,hit,hit,hit,hit,0,0,0
"[""8"", ""5""]",J,hit,hit,hit,hit,0,0,0
"[""8"", ""5""]",J,hit,hit,hit,hit,0,0,0
"[""J"", ""A""]",10,stand,double down,stand,stand,0,1,0
"[""J"", ""A""]",10,stand,double down,stand,stand,0,1,0
"[""J"", ""A""]",10,stand,double down,stand,stand,0,1,0
"[""J"", ""A""]",10,stand,split,stand,stand,0,1,0
"[""J"", ""A""]",10,stand,split,stand,stand,0,1,0
"[""J"", ""A""]",10,stand,stand,stand,stand,0,0,0
"[""2"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""2"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""2"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""2"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""2"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""2"", ""10""]",9,hit,double down,hit,hit,0,1,0
"[""2"", ""10""]",9,hit,double_down,hit,hit,0,1,0
"[""2"", ""10""]",9,hit,double_down,hit,hit,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""7"", ""10""]",5,stand,double down,stand,stand,0,1,0
"[""K"", ""5""]",10,hit,hit,double down,hit,0,0,1
"[""K"", ""5""]",10,hit,hit,double down,hit,0,0,1
"[""K"", ""5""]",10,hit,hit,double down,hit,0,0,1
"[""K"", ""5""]",10,hit,hit,double down,hit,0,0,1
"[""K"", ""5""]",10,hit,hit,double down,hit,0,0,1
"[""K"", ""5""]",10,hit,hit,double down,hit,0,0,1
"[""K"", ""5""]",10,hit,hit,double down,hit,0,0,1
"[""K"", ""5""]",10,hit,hit,double down,hit,0,0,1
"[""3"", ""5""]",K,hit,hit,hit,hit,0,0,0
"[""3"", ""5""]",K,hit,hit,hit,hit,0,0,0
"[""3"", ""5""]",K,hit,hit,hit,hit,0,0,0
"[""3"", ""5""]",K,hit,hit,hit,hit,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""A"", ""A""]",5,split,Split,split,split,0,0,0
"[""J"", ""A""]",7,stand,double down,stand,stand,0,1,0
"[""J"", ""A""]",7,stand,stand,stand,stand,0,0,0
"[""J"", ""A""]",7,stand,stand,stand,stand,0,0,0
"[""J"", ""A""]",7,stand,stand,stand,stand,0,0,0
"[""J"", ""A""]",7,stand,stand,stand,stand,0,0,0
"[""J"", ""A""]",7,stand,stand,stand,stand,0,0,0
"[""7"", ""K""]",7,hit,stand,stand,stand,1,0,0
"[""7"", ""K""]",7,hit,stand,stand,stand,1,0,0
"[""7"", ""K""]",7,hit,stand,stand,stand,1,0,0
"[""7"", ""K""]",7,hit,stand,stand,stand,1,0,0
"[""7"", ""K""]",7,hit,stand,stand,stand,1,0,0
"[""7"", ""4""]",10,hit,hit,double down,hit,0,0,1
"[""7"", ""4""]",10,hit,hit,double down,hit,0,0,1
"[""7"", ""4""]",10,hit,hit,double down,hit,0,0,1
"[""J"", ""K""]",5,stand,stand,stand,stand,0,0,0
"[""J"", ""K""]",5,stand,stand,stand,stand,0,0,0
"[""6"", ""5""]",2,hit,double down,double down,double down,1,0,0
"[""6"", ""5""]",2,hit,double down,double down,double down,1,0,0
"[""6"", ""5""]",2,hit,double down,double down,double down,1,0,0
"[""6"", ""5""]",2,hit,double down,double down,double down,1,0,0
"[""6"", ""5""]",2,hit,double down,double down,double down,1,0,0
"[""6"", ""5""]",2,hit,double down,double down,double down,1,0,0
"[""6"", ""5""]",2,hit,double down,double down,double down,1,0,0
"[""6"", ""5""]",2,hit,double down,double down,double down,1,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""K"", ""J""]",6,stand,stand,stand,stand,0,0,0
"[""3"", ""8""]",K,hit,hit,double down,hit,0,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""K"", ""6""]",A,surrender,hit,surrender,hit,1,0,1
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""A"", ""10""]",3,stand,double down,stand,stand,0,1,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""9"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""4"", ""4""]",10,split,split,hit,hit,1,1,0
"[""4"", ""4""]",10,split,split,hit,hit,1,1,0
"[""4"", ""4""]",10,split,split,hit,hit,1,1,0
"[""J"", ""5""]",4,hit,double down,stand,stand,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""2"", ""8""]",4,hit,hit,double down,double down,1,1,0
"[""5"", ""4""]",J,hit,hit,hit,hit,0,0,0
"[""5"", ""4""]",J,hit,hit,hit,hit,0,0,0
"[""5"", ""4""]",J,hit,hit,hit,hit,0,0,0
"[""5"", ""4""]",J,hit,hit,hit,hit,0,0,0
"[""5"", ""4""]",J,hit,hit,hit,hit,0,0,0
"[""7"", ""3""]",Q,hit,hit,hit,hit,0,0,0
"[""7"", ""3""]",Q,hit,hit,hit,hit,0,0,0
"[""7"", ""3""]",Q,hit,hit,hit,hit,0,0,0
"[""7"", ""3""]",Q,hit,hit,hit,hit,0,0,0
"[""7"", ""3""]",Q,hit,hit,hit,hit,0,0,0
"[""9"", ""2""]",3,hit,double down,double down,double down,1,0,0
"[""9"", ""2""]",3,hit,double down,double down,double down,1,0,0
"[""9"", ""2""]",3,hit,double down,double down,double down,1,0,0
"[""9"", ""2""]",3,hit,double down,double down,double down,1,0,0
"[""3"", ""5""]",7,hit,double down,hit,hit,0,1,0
"[""3"", ""5""]",7,hit,double down,hit,hit,0,1,0
"[""3"", ""5""]",7,hit,double down,hit,hit,0,1,0
"[""3"", ""5""]",7,hit,double down,hit,hit,0,1,0
"[""3"", ""5""]",7,hit,double down,hit,hit,0,1,0
"[""3"", ""5""]",7,hit,double down,hit,hit,0,1,0
"[""3"", ""5""]",7,hit,hit,hit,hit,0,0,0
"[""3"", ""5""]",7,hit,hit,hit,hit,0,0,0
"[""Q"", ""J""]",10,stand,stand,stand,stand,0,0,0
"[""Q"", ""J""]",10,stand,stand,stand,stand,0,0,0
"[""Q"", ""J""]",10,stand,stand,stand,stand,0,0,0
"[""Q"", ""J""]",10,stand,stand,stand,stand,0,0,0
"[""Q"", ""J""]",10,stand,stand,stand,stand,0,0,0
"[""Q"", ""J""]",10,stand,stand,stand,stand,0,0,0
"[""A"", ""7""]",K,stand,double down,hit,stand,0,1,1
"[""A"", ""7""]",K,stand,double down,hit,stand,0,1,1
"[""A"", ""7""]",K,stand,double down,hit,stand,0,1,1
"[""A"", ""7""]",K,stand,double down,hit,stand,0,1,1
"[""A"", ""7""]",K,stand,double down,hit,stand,0,1,1
"[""A"", ""7""]",K,stand,double down,hit,stand,0,1,1
"[""A"", ""7""]",K,stand,double down,hit,stand,0,1,1
"[""J"", ""Q""]",J,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",J,stand,stand,stand,stand,0,0,0
"[""J"", ""Q""]",J,stand,stand,stand,stand,0,0,0
"[""10"", ""K""]",5,stand,double down,stand,stand,0,1,0
"[""10"", ""K""]",5,stand,double down,stand,stand,0,1,0
"[""J"", ""A""]",J,stand,split,stand,stand,0,1,0
"[""J"", ""A""]",J,stand,split,stand,stand,0,1,0
"[""J"", ""A""]",J,stand,split,stand,stand,0,1,0
"[""J"", ""A""]",J,stand,split,stand,stand,0,1,0
"[""J"", ""A""]",J,stand,split,stand,stand,0,1,0
"[""Q"", ""K""]",3,stand,stand,stand,stand,0,0,0
"[""Q"", ""K""]",3,stand,stand,stand,stand,0,0,0
"[""Q"", ""K""]",3,stand,stand,stand,stand,0,0,0
"[""Q"", ""K""]",3,stand,stand,stand,stand,0,0,0
"[""7"", ""4""]",8,hit,hit,double down,double down,1,1,0
"[""7"", ""4""]",8,hit,hit,double down,double down,1,1,0
"[""7"", ""4""]",8,hit,hit,double down,double down,1,1,0
"[""7"", ""4""]",8,hit,hit,double down,double down,1,1,0
"[""7"", ""4""]",8,hit,hit,double down,double down,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""3"", ""3""]",10,split,split,hit,hit,1,1,0
"[""8"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""8"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""8"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""8"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""8"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""8"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""8"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""8"", ""4""]",8,hit,hit,hit,hit,0,0,0
"[""Q"", ""6""]",10,hit,hit,surrender,hit,0,0,1
"[""Q"", ""6""]",10,hit,hit,surrender,hit,0,0,1
"[""Q"", ""6""]",10,hit,hit,surrender,hit,0,0,1
"[""2"", ""9""]",A,hit,double down,double down,hit,0,1,1
"[""2"", ""9""]",A,hit,double down,double down,hit,0,1,1
"[""K"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""K"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""K"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""K"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""K"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""K"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""K"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""K"", ""6""]",Q,hit,hit,surrender,hit,0,0,1
"[""10"", ""K""]",6,stand,stand,stand,stand,0,0,0
"[""10"", ""K""]",6,stand,stand,stand,stand,0,0,0
"[""10"", ""K""]",6,stand,stand,stand,stand,0,0,0
"[""10"", ""K""]",6,stand,stand,stand,stand,0,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
"[""J"", ""7""]",8,hit,stand,stand,stand,1,0,0
